,0,1,2
2397,2,Disappointing start from Conrad,"This is Joseph Conrads first novel. It deals with the conflicts between native people (Malayans) and Dutch tradesmen in the jungle of Borneo. It has some brilliant passages, but all in all it's a quite dull read."
2398,5,Excellent,"I live in Kobe, Japan. I went a concert of Kremerata Baltica last year. Fortunately I encountered this program, ""Eight Seasons"". Everybody who was there at that night is a witness of miracle. So nice play, very few left concert hall. This CD is also very impressive, I found. Kremer is also good for very classical classic. Buy one copy."
2399,1,Still a Mystery,"Anybody who is interested in learning about the beauty of Sufism should not turn to this book. This book, in fact, does not examine anything of intellectual, spiritual, or social value as related to Sufism or Islam. I have come across many books written by so-called Sufi Masters, who expound upon the complexity of the universe with inspirational imagery. This is not one of them. While books in this genre easily turn into polemics, this one surely takes the unenlightened cake. The stream of consciousness writing style lacks purpose in this setting and appears to have been an 'easy way out' of organizing a coherent book of ideology."
2400,3,"Está bien, dependiendo para qué lo quieres","Compré La Historia de la Belleza para mi tesis sobre estética. Estudio Filosofía y al momento de hacer una tesis sobre estética creo que ya tengo algo de información al respecto, por este motivo sólo por este no recomiendo el libro; es decir no lo recomiendo si lo buscas con fines académicos, al menos que quieras algo muy genérico y amplio. Sin embargo, si deseas hacer una aproximación a ""la belleza"" es libro es ua maravilla, tiene un lenguaje muy ameno, directo y simple que no complica su lectura. Además, se trata de un libro perfecto para mesita de café en la sala de casa, porque está lleno de láminas e imágenes y los textos son bastante cortos, por eso se trata del libro perfecto para pasar el tiempo mientras alguie te dejó solo esperando en la sala.La Historia de la Belleza"
2401,5,Opens up a world of possibilities,My wife wanted to get rid of the phone line connection for our Tivo. She couldn't stand the phone line snaking around the family room to the outlet. The Tivo wireless adapter took care of that issue and opened up lots of possibilities. I have now used Amazon Unbox to get a video and download it over the network to the Tivo box. Easy to do once you download the Amazon Unbox software.The adapter was easy to connect. I followed the very easy to follow instructions on the Tivo site to connect the adapter and set up the network. Make sure to follow the directions and not try to bypass something because you think you know what you are doing. I'm an electrical engineer and tried to figure it out without reading the instructions. Much easier to follow the excellent Tivo instructions.
2402,4,Great condition and prompt delivery,The product was in good condition and it came in the mail in a timely manner.
2403,4,TIVO Wireless Adapter,The TIVO adapter was easy to set up and works perfectly with my Linksys router. I am giving this 4 stars instead of 5 because of the industrial strength packaging that I had to saw my way through.
2404,5,Yeah for Wireless TiVo!,"Great product and price (bought from System 405, Inc). Quick shipping and worked great. Tired of paying more for your land land than TiVo service or tripping over phone wires? Easy plug and play adapter and 5 minutes to set up to run with your wireless network."
2405,5,Wireless Tivo adapter,"The Tivo Ag0100 Wireless G USB Network Adapter for Tivo is just what I needed for my Tivo. My phone jack was clear across the room and every time I wanted to connect to Tivo, I had to drag a 30 foot cord across the room and plug it in. Then I would forget to connect and Tivo would have to remind me to connect or I wouldn't get updated information for my recordings. I have a wireless laptop and I heard that tivo could connect to my broadband wireless connection with an adapter. This adapter solved all my problems. It was so easy to connect right into the USB port of the Tivo unit and I never have to think about connecting now. It's great!"
2406,3,Looks nice but !,I had been using an old wifi card that wasn't supposed to work with my Series 3 but it did. I decided to get the new adapter on advice from my son but I honestly can say that I don't see any difference at all .
2407,5,TiVo Wirless Adapter Gives Your More,"I have 3 TiVo machines each hooked to one of these; two of them are HD. Having a wireless adapter allows you the freedom of placing your TiVo machine away from a phone connection and it is a lot faster. In the case of the HDs, they are linked so you can transfer programs from upstairs to downstairs, you can pull photos/videos off your computer, and you can download movies/videos from places such as Amazon - Un-box. Can't hook up the Comcast Scientific Alanta DVR to this network, but if it wasn't almost free with digital cable, I'd have another TiVo with one of these adapters."
2408,3,Works as advertised,If you are struggling with another brand of wireless adapter for your Tivo do yourself a favor and get this one. This item deserves 5 stars for usability but I gave it three because it's a shame Tivo almost forces you to use their propriety adapter when there are dozens of other cheaper brands that work with most all wireless products.
2409,5,Absolutely Perfect!,"After I had my landline disconnected and began using my cell phone, I thought my TiVo would be useless. I tried to hook it up wirelessly with a linksys adapter and it didn't work. With a lot of reservations, I ordered TiVo AG0100. Since I'm about as far from a computer geek as you can get, I was praying it wouldn't take me weeks to figure out how to use it. The day it arrived I took a deep breath and plugged it into the back of the TiVo. Immediately, I got the prompt that a wireless connection had been detected. From there, all I had to do was enter the network name and encryption key. The entire process took me less than ten minutes, and now I have my TiVo back! One caveat; I did have to restart my TiVo afterward, but I think it was because I'd let the information run out before my AG0100 arrived. I love this adapter!"
2410,4,Ease of Use!!,"TIVO locked upon install, but chatted with tech support and they provided me a code to get it unlocked. Other than that, operates well, no complaints. Would recommend if you want to have a TIVO set up without having a bunch of ethernet cables ran to it. Can attest that this DOES work with TIVO HD Premiere!! Don't spend extra on the 'G' unless you absolutely want to, this works just fine!!!"
2411,5,Excellent Product,"Excellent product. If you are using your tivo through a telephone cord and have wireless in your home, you should definitely by this and switch. (I did not rate customer service because I have had no problems.)"
2412,5,Gets the job done,It works as advertised. It is unfortunate that Tivo doesn't support as many G class wireless adapters as it did with B. I'm hoping that they come out with an inexpensive 802.11N adapter so I can transfer shows to and from my Tivo at better rates.
2413,3,Works OK,"I love the functionality that this device gives the tivo. Being able to transfer recordings to the tivo is great. I just feel that it should be faster than it is, though I'm not sure if the lag in the menus is due to this device or it's just the tivo. Also, it seems to lose connection to my LAN occasionally and needs to be resetup, not sure why. Being able to download movies from Amazon, cheaply and easily, is the biggest bonus in my opinion. I definitely recommend the product, just wish that the tivo menus were a bit more responsive and that it was solid with the network."
2414,5,Great upgrade to our system,"We have 2 series 2 tivo DVRa in seprate rooms. We were not ready to upgrade our boxes, but the wireless adadapters were a less expensive upgrade we decided to try. The adapters allow us to share shows between the 2 DVRs and our computer with the software from TIVO. Now we can tape different shows on each, but watch them wherever we want.Glad we did it. Easy to set up, just plug them in and enter the wi-fi password. took about 5 minutes."
2415,5,Flawless for N Router,"I purchased this after upgrading to a ""N"" router. The wireless adapter I had for Tivo no longer worked. This was a flawless installation and has worked perfectly in the month since I have used it."
2416,4,Big Improvement over Phone line,"We purchased this because we were tired of Tivo taking over our home phone line. This adapter was very easy to install, and within 10 minutes it was programmed and ready to go. Very pleased with the product and delivery."
2417,3,"Works, but could be better","I have it hooked up to my Tivo in the living room and I get between 50-58% signal strength. Not great considering my laptop in the same room gets about 80-90% signal strength. Tivo's suggestion of getting the adapter closer to my wireless router is a joke. The reason I have this is so they can be apart. If they were closer, I would just use a network cable."
2418,5,Great product,"It was very easy to install the Tivo Wireless G Usb Network adapter. I did have some problems hooking it up to the wireless, but that was my fault. It is now working great. It is so small most do not even see it."
2419,5,This works great,Quick delivery on these 2 wireless adapters let us install and get our TIVO up and running in no time. These adapters allows our two tivo's to basically talk to each other. We can watch what is recording on one can be view on the other. Great reception as well. The TIVO people will walk you thru installation if necessary.
2420,5,Superb,This product works great and we are happy to be able to use TIVO again. We did not have a phone line because of using cell phones. This brought this capability back to us. We are very happy. THANKS!
2421,5,Nice adapter!,"The adapter arrived quickly and effortlessly and just like that, poof! our Tivo was wireless. It's a wondrous thing, this Tivo Wireless adapter.I highly recommend it. If you have Tivo."
2422,5,TiVo Wireless Adapter Works Great,I have been using TiVo with the TiVo Wireless USB Network Adapter for several months now and I haven't had any issues with this device. I was pleased to see the device work right from the start. I just plugged it in and TiVo recognized the device and started communicating with the TiVo servers.
2423,5,Works Perfect!,Works perfectly with our new HD Tivo. Very easy to set-up and use. And a great price on Amazon.com
2424,3,ok,"All things considered, it's okay. It was a pain in the rear to set up. It doesn't seem to work as well as it could, but it basically does the job."
2425,2,Doesn't work with Tivo Basic,"This item will not work with Tivo Basic (the Tivo service included on some Pioneer and Toshiba boxes). We bought a Pioneer 810H several years ago that included Tivo. This is Tivo Basic and this item requires Tivo Plus. You do not have a Media Access Key if you have Tivo Basic, which is required to get this to work. Unfortunately, Tivo Plus is an upgrade to Basic, so it costs extra. Since we already paid a lot for the box (equal to a lifetime membership), we didn't want to do that again and sent it back, so I can't really attest to its functionality or ease of use (although it was a huge pain to figure out why we didn't have a MAK...that took some serious googling since they don't make our box anymore)."
2426,4,The only adapter that works with Series 3 TiVo,"I just got a TiVo Series 3, and hoped to use my Linksys USB adapter to connect to the network. It didn't happen. TiVo has programmed the new boxes to only accept their adapter (a message pops up to let you know this when you try to plug anything else in.I was going to just hardwire it, but relented and bought the TiVo adapter. Plugged it in and it fired right up. I also understand this adapter does some of the proceesing for the TiVo, so there is some benefit to using it over another brand (if you have a Series 2, which will accept other adapters).So I give it high marks for ease of use and performance, but deducted for crippling the Series 3 to force me to use it, and price.I don't have WEP enabled yet, but doubt it will be a problem when I do. I use a Linksys WRT-54g router.If you don't want to mess around getting your TiVo to connect through your wireless network connection, this is the way to do it."
2427,4,"Interesting, but slow","The Mayor of Casterbridge isn't really about a man who sells his wife and daughter. Yes, that is part of it, but 80% of the story has little to do with that fact. In actuality, it is about relationships, and the choices we make that can have an impact on those we love. The story twists and turns, and weaves several different characters' stories into one neat ending, but can be predictable at times.I personally enjoyed the book, but it can be slow and predictable at times, as I already mentioned."
2428,2,A mash of cobbled coincidences,"This book is similar to a Dickens novel in that it seeks not to reach perfection, but to please its audience at the time. Like Dickens, it is very dry and filled with hard to believe coincidences that make the story hard to swallow. Still, Hardy paints a very lively, realistic and flowing impression of the English countryside in the early days, before the industrial revolution. I would recommend this only if you are obsessed with Hardy, if you have run out of books to read (try Fifth Business by Robertson Davies) or if you are forced to read this as a part of some course."
2429,1,Excruciatingly Boring,"I began reading this novel since it has such a great reputation as being a ""classic."" However, after reading well over a hundred pages, the book failed to keep my attention in the least bit. The plot is weak and pathetic, and the characters are too one-dimensional. Although it may pick up later, it certainly is not worth it."
2430,2,Chapter Missing,"Even though it is free, and I appreciate that, there was about a chapter missing. I would suggest this either be fixed, or the book removed from sale."
2431,1,missing most of chapter 20,Luckily I have the physical book too so was able to read the missing bit. Suggest you try another kindle version.
2432,1,Waste of paper,"I recently had to read this book as part of my English GCSE and I can honestly say that much paper has been wasted and our trees are being destroyed to churn out a book, which is quite frankly absolutly awfull. I also am very glad that I was not around to ever meet Thomas Hardy as from this book it sounds to me that he may well of been a manic depresent, also in most, if not all, of his other books they all end in a very sad a depressing way. Hardy describes Henchard as 'dogged' and i feel if you want to read this you too will have to be dogged and determind to start and finish this book."
2433,2,Dubious creation,"There is already a book very similar to this one about a dog's adventure in Paris. Findley took credit,with the true author's approval however, for this book that John Demires actually entirely wrote. The book was indeed entertaining and it gave a good overview of many of New Orleans' novel attractions."
2434,4,Love this album,"I really am glad to have found this album on Amazon for such a reasonable price. My favorite Songs are #Let Me Know, # Stupid and # Let's Chill... I love her voice!"
2435,3,Refreshing Perspective on Faith,"An intelligent critical analysis of the New Testament, particularly the four gospels. Gives thoughtful seekers the freedom to come to faith without having to abandon their intelligence. Author suggests it is not necessary to take every story in the gospels literally in order to learn the important lessons or to come to know Jesus as the Savior."
2436,5,Rare Glow Fribee Delivered Fast,"I live in a small town with the local Wal-Mart as the 'get all' store. Yea, like they are classy enough to carry Whamo glow frisbees. Leave it to AMAZON to direct me to this exact Model Frisbee. SO easy on checkout...No problems and my son is starting to understand how to fly a frisbee! Thanks much you guys!"
2437,1,Don't Bother,"Bought this for my aging father-in-law, he couldn't read it, said it was too complicated, and he already knew how to play pinochle so this book was pretty much a bomb. Don't waste your money."
2438,1,Very boring film....,"I'm a huge Nirvana fan. I got this movie because I figured it might be good......Well.....it's ""based"" on Kurt but honestly to me it didn't make any sence at all..... I know everything there is to know about Kurt.....I didn't like this movie one bit... It bored me to death......on his final days no one knew where he was so yeah....those friends of his didn't exist.....Well. For all you Nirvana/Kurt fans don't buy this movie. If you like Gus Van Sant I guess you could get this movie.....are all his movies this boring?"
2439,1,The worst movie Ive every seen,"This movie was the worst movie Ive ever seen, Waste of 90 mins of time. I wish I could get paid for the time I wasted watching it.And no I ""get It""It is not art."
2440,2,BEWARE!!!,"This was a good movie from an artistic perspective, like what everyone else said so far (very very slow, quiet etc.). However only one person mentioned the fact that there is a gay scene. There is a gay scene! By gay scene I mean two guys making-out on a bed.I I guess it could be worse, but (being hetero) I had a hard time accepting it's connection to Kurt Cobain. I Just have to make sure you all know what you're getting in to."
2441,4,The Pearl Jam Lion sucks...not Pearl jam,"Let's clarify something...one, this is supposed to be reviews of the movie, not the merits of two great bands. Second, why in hell a Pearl Jam fan would jump up and say ""Cobain is overrated"" is beyond me...it makes other Pearl Jam fans look like morons. Both bands have their supporters and their detractors, but no one can take away from the fact that they were both very different, very talented, and only have the ""Seattle stigma"" to connect them. People seem to forget near the end of Cobain's life that both Cobain and Eddie Vedder had a mutual respect for each other, only able to occur after both of them dropped their pretenses and actually paid attention and learned what the other was really doing. Fans could stand to do the same and make their heroes, dead or alive, proud."
2442,1,Dreadful,"The _not_ Cobain character rambles, mumbles, stutters, attempts to write music and finally manages to kill himself, about five minutes before I was ready to kill myself.Avoid."
2443,4,On A Plain and I Can't Complain,"This movie has received mixed reviews and I can understand why. Those expecting something similar to ""The Doors"", ""Sid and Nancy"" or ""24 Hour Party People"" will be extremely disappointed. However, those expecting nothing at all may actually find themselves intrigued by this stunning piece of ""art on film"". The film is beautifully shot. The vibrant colors in many scenes contrast the feeling of sadness and loneliness conveyed by the main character, Blake. I was very impressed by this film and it stayed with me for many days after my initial viewing. That is when I realized that ""Last Days"" was not a MOVIE, but rather, a work of art. I know that may sound kind of dumb but it really felt like I had just viewed a painting at an art museum or something. I've never experienced that before. So I guess the question is: Was it worth the time viewing this ""motion picture art"" for 2 hours? My answer: Absolutely."
2444,2,neck harness - poor design,"Neck harness is a great addition to the gym equipment, however, this specific one is less than comfortable. This harness is the first one I tried so I am not sure how it compares with others on the market."
2445,5,Finally!,"Finally a head harness that is meant to hold some weight!very sturdy construction, padded and adjustable!"
2446,3,Intruder in the Dust Review,"I have a Literature exam tomorrow - kind of a final- and this is one of the books included. I never got past chapter 2 but I really wish I had! I just couldn't keep up with it but I'm pretty sure that if I understood what I was reading I would have enjoyed it very much. The sentences are extremely long and by the time you get to the end of one, you don't even know what you read. I think that Faulkner's ""stream of conciousness"" writing is very interesting - you need to read it as if you were having a conversation with Faulker and he's telling you the story and he's jumping all over the place. I SHOULD TAKE MY OWN ADVICE...BUT ANYWAY GIVE IT A CHANCE!"
2447,5,"Riveting story, great characterization, vibrant.","For everyone that loves John Grisham, and his legal thrillers.You really owe it to yourself to read Faulkner. Once you capturehis rant, and learn to wade through his long sentences-you willbe glued to this novel. His writing pattern and imagery areaddictive, and you will want to learn more about him and otherMississippi writers like Larry Brown, and Barry Hannah--notthe millionaire from Oxford."
2448,1,Bites,"I hated this book. William Faulkner has to be the poorest excuse for a writer that ever lived. I got so tired of his pages long sentences and parentheticals within parentheticals within sentences within parentheticals (I wish I were making this up). To make matters worse, sometimes his parentheticals were so long, I forgot what preceded it! And let's not forget his made-up words (uninsatiable? ever hear of a dictionary, Will? IT'S NOT IN THERE!) This book bites, HARD. And let's face it, if he were alive today, no way would anyone with a brain publish this garbage. At least not without some serious editing."
2449,1,Long sentences that are extremely confusing.,"Bad book overall, only interesting about the themes of discrimination"
2450,4,about the long sentences...,"he purposely made the sentences long like that for a reason. through his style, he was trying to show you the mindset of people in the South after World War 2. If you don't understand why he made that choice, don't go off saying that it's just poor writing, you are making yourself sound stupid like that."
2451,3,This book makes you think and THINK a lot !!!,"My opinion is that this book was overly long and boring. The ideas and the narratives are difficult to understand. Of course, the book is an enticing novel or racism in the south. Of couse what the hell do I know? I am 16 years old."
2452,5,Compelling Reading,"Did you ever wonder about the synchronicities in your life? Ever look at the clock only to see it say 11:11, again and again? Maybe these are hints to your connection with the universe and the spirits that inhabit it. Pay attention and grab a copy of this book. George Barnard has paid attention and has been working in the service of the 1,111 spirit guardians that are the permanent residents of this planet and these are his stories. Read this book and then think about your own opportunities.Something's happening hereWhat it is ain't exactly clear-Buffalo Springfield-"
2453,2,"okay, but not great","I used this to study for the recertification exam in the summer of '09. I passed the exam, but I'm not sure how much this book helped. It focused a lot of questions on certain diseases that were not on the exam, and some diseases that were hit multiple times on the exam were never mentioned in the book. Also, like other reviewers have mentioned, there are numerous mistakes and dated practice guidelines in the book. If I had to do it over again, I would try a different book."
2454,1,too many errors! How can I trust what I am studying!,"I have been out of medicine for 5 years and am reviewing to re-enter practice. I am only on question #145 but have come across 6-10 errors- mainly things that are contradicting previous answers. Many times I am double-checking answers on up to date.Otherwise, I guess the material is fine, but really for me personally, it is intolerable to have so many errors. Studying should NOT induce extra anxiety!!I have stopped using this book and just ordered Swanson's 6th edition and one other resource as well."
2455,1,Errors. Repetitive questions. Some out-of-date answers.,"I threw it away after 100 pages. Spend the $300+ on Core Content. (I've no financial relationship with them.) Also, I used the Kaplan Master the Boards for Int Med and I'm getting the one for Peds for my ABFM exam."
2456,3,"Helpful, but certainly not well edited.",I just finished the book. I prefer to do questions when studying for boards. It is a good book to use to study just prior to the boards and helps get you in the mind set of thinking in terms of questions.My biggest gripe about the book is that some of the answers were just plain wrong...and the explanations that were given to substantiate the wrong answers contradicted the answers. There were some typos as well. Having some noticeably wrong answers does not give me a whole lot of confidence about the other answers that I was learning from.Best of luck.
2457,5,Bond...Brilliant!,"Another outstanding DVD production. This one filled with more music, but the lighting for the finale is poor. Great buy!"
2458,2,Not My Style,"I got interested in this group as I was looking at a U-Tube video that utilized the song ""Lullaby"" from the Bond Classified album as back-drop music. I was so mesmerized by the tune I bought every Bond album there was available as well as this Live video. Unfortunately, for me - all the other songs on all the other albums were nothing like the ""Lullaby"" song and quite honestly, I threw everything else in the trash. This is not to say that the group plays bad music or are untalented in any respect...This type of Techno-Symphony is just not my speed...I prefer soft rock as opposed to this."
2459,2,Get's boring,"What's not to like about four hot chicks shaking their bottoms playing classical music? ""Victory"", the song you probably heard in the watch commercial is by far their best song. All the others are not so great. Unfortunately, it gets tiresome after a while, the bottom-shaking and classical music - definitely not something that will stay with us for a while."
2460,1,eye/ear catching,"well i as well saw/heared the DVD playing at a local electronic store and was tempted to buy it.after the first time playing it i was dissapointed to find only a couple notes worthy of listenign to.after the 2nd round the dvd became old.the impressions looked fake and the energy everybodys talking about somehow didnt show on my DVD.to sum it up, i expected something new and exciting and i found an early 80`s like band playing on a cheap movie.not really recomended."
2461,1,FAKE,"very disapointed in this DVD!it is not live! they are very obviously faking playing to a recordingthat being said, I enjoy the cds and will probably buy future releases...but after watching the dvd, it makes me wonder if there is a Milli Vanilli thing going on here"
2462,2,"FACTS good, authors OPINION on religion(s) unnecessary","Edward Chiera presented wonderful information on his research of ancient civilizations. Very easy to read for Jr. High students. However, his personal comments on religion(s) was just that, his personal comments, nothing factual. Recommeded reading for students with religious chapters omitted."
2463,5,A wonderful CD,This is a wonderful CD from Nick Kemp who studied with Richard Bandler the creator of NLP.The CD takes the listener on a magical ride into deep relaxation and altered states and produces a great sense of well being. The music is fantastic and the intricate use of hypnosis makes this an important product for students of NLP and hypnosis.
2464,2,used to be good,"I have lots of these , using them almost daily as underware . my first pair having purchased at least 6 years ago. my two most recent purchases of these has yielded a variety of quality and sizes . seems like they are being made in multiple overseas sweet shops with little quality control . won't be buying again"
2465,5,The original accept no substitute!,These are amazing! My workouts are some much better with these! Support galore yet pliant for easy movement! The fabric formula is an Uner Armour exclusive! Yes! It matters. Athletes rejoice in total support! Way recommended!
2466,5,great product,My husband loves theses. They fit great and get the job done.The blue that I ordered for him is a really nice solid color.
2467,5,"Great Quality, Quick Shipping",Great for running and staying cool. I have a pair of Starter brand compression shorts that are awful in comparison to these.
2468,5,Just what he wanted,"I purchased this for my partner. It is exactly what he wanted. He really loves them! Very comfortable, excellent fit, perfect for workouts."
2469,4,I like 'em,"I bought one pair of these and one pair of Road Runner Sports Velocity compression shorts to compare for running. I thought the UA pair was going to feel very hot, as the material is thick compared to other brands (Nike, RRS, etc). These must do a great job wicking away moisture, because they felt very comfortable on a 20 mile run, and not hot like others in comparison. There is a reason you see UA products everywhere, they are really quality goods. I'll be wearing these next weekend for a marathon, if that tells you the level of confidence and comfort (no chafing with these!) I have in this product. Would give 5 stars, but I've got to own them a bit longer before I go all in."
2470,4,"Disappointed initially, but still worthwhile","When I purchased these, I was thought they had a pad in the crotch area. I wanted to use them for cycling. Well, they don't have a pad and even worse there is a seam running right through the center. This is usually a bad thing for me because it can cause chaffing in a place that can be very uncomfortable. However, I decided to use these shorts anyways to see what would happen. Fortunately, they didn't chafe me. I do find them to be a bit tighter than I expected as well, but again it ultimately doesn't cause any issues. Therefore, I have to say that it was a good deal considering the price difference between these and the ones that cost significantly more but have a pad."
2471,5,Great product!,"The product came quickly and was exactly what I wanted. In the past, these shorts have been great quality and have lasted much longer than other brands I have tried."
2472,5,HOKEY BUT SATISFYING,.....Somewhat dated and a little syrupy but if you like to be entertained the Gaynor/March original is superior to the remakes with Garland/Mason and Streisand/Kristophern.
2473,2,Tasted awful and did not really work for me,"I was referred to this product by a lactation consultant who swore by it. I had gone back to work a few weeks prior and my supply was dwindling severly due to the pump not being nearly as efficient as my little man. I began taking far more than the recommended dose of the More Milk Plus, in an effort to really up my supply. The product tasted really nasty, even when mixed with a strong tasting drink and I did not see any major difference in my supply."
2474,2,Casey at the Bat,"One of the book covers was torn and covered with a black substance. It was unsuitable to gift to the intended recipient. I had to obtain another book locally. I tried to contact Horizon Books via telephone, but never got an answer. I would appreciate a replacement copy!"
2475,5,Wonderful reading for all guitar enthuiasts.,"In The PRS Guitar Book, Dave Burrluck describes in detail the evolution of PRS Guitars, the renowned company founded by expert guitar maker Paul Reed Smith in 1985. The PRS Guitar Book showcases every artistic and technical facet of these exquisite instruments that sold to an enthusiasts clientele for $2000 and up. The PRS Guitar Book is enhanced with lavish color photography, anecdotes and reminiscences from Smith, famous guitarists, and PRS employees, collectors and fans. The PRS Guitar Book is highly recommended, wonderful reading for all serious guitar enthusiasts, professional or amateur."
2476,2,OK but not great,"If you are going to spend the money on a book regarding spearfishing, spend the extra money for ""Bluewater Hunting and Freediving"" by Terry Maas. It has much more info that this book.This book is elementary at best."
2477,1,Save your money,"Although this book has some decent pictures the writing and analysis is below average. Writer appears more interested in underwater photography. His coverage of spearguns borders on the flimsy. He appears to have little actual experience in this area. Book is only 133 pages. 1. I saw no pictures of author with fish. 2. Written in third party format. Appears to be commercial diver or instructor. 3. Speargun coverage lightweight, knowledge of powerheads insufficient. Nothing on shark defense. 4. Seems to condone not using safeties on guns. 5. Does not use own equipment in book but refers to borrowed spearguns, etc.. 6. Appears to own little or none of his own spearing equipment. Written from the reporter, photographer point of view. I recommend looking elsewhere."
2478,4,quite good,fairly basic but fundamental intro to spearfishing with a few gems often missed in other more 'advanced' books.worth having in your 'spearo' collection.
2479,3,Spearfishing for Skin and Scuba Divers,"Pretty good, a little dated but gives you most of the info you'll need to get started."
2480,5,Great book for Physiotheraby Board exam,"I find this book very helpful. It's very organized, concise and well explained. It is a good source of review along with you.I am highly recommending this book to anyone aspiring for more knowledge in the exam."
2481,2,Not very good,"We own every European travel book that exists. I can honestly say that this one is by far the worst one I have seen, hands down. The coverage of accommodations is sparse and only includes extraordinarily expensive hotels, for the most part, and the dining recommendations are little better. There are no unique tips in this guide and it really covers 6 cities, and not very comprehensively. I give an extra star for making the attempt to write a kids travel guide, since they are not common."
2482,1,Boring,I read a lot of historical fiction. This is perhaps the third novel in the last 10 years that I could not finish because it was so slow. I forced myself to 250 or 270 pages but the story drags on.Its simply boring.
2483,3,"""My Opinion""",(...) AND I WEAR A LOT OF FILA'S I HAVE WORN FILA'S SINCE I STARTED WALKING AND NOW I HAVE GOTTEN TO THE POINT WHERE I WOULD LIKE TO SEE SOME BB84 MID IN LADIES I WOULD LOVE TO PURCHASE A PAIR OF PINK/WHITE/BLACK FILA'S. WHERE I LIVE I HAVE SEEN THE FILA TRUCK AND WITH THESE SPECIFIC PAIR OF SHOES ON IT AND I SAID TO MYSELF OUT OF ALL THE FILA'S I'VE WORN I HAVE NEVER SEEN ANY OF THESE AND I HAVE TO HAVE A PAIR OF THEM.SO THIS IS MY OPINION THAT IF YOU ALL HAVEN'T MADE ANY OF THEM OR HAVE EVER SENT ANY TO MY STATE I THINK YOU SHOULD AND I HAVE BEEN TALKING ABOUT THAT SPECIFIC COLOR EVERY WHERE I GO AND PEOLPE REALLY SAID THEY WOULD BUY THEM TO ONLY IF YOU SOLD THEM OR PUT THEM ON THE INTERNET SO IF YOU CAN COULD YOU PLEASE SEND ME A E-MAIL BACK FOR I COULD PURCHASE THESE SHOES OR COULD YOU PLEASE CONSIDER MAKING THESE COLOR OF SHOE SO PLENTY OF HAPPY CUSTOMERS LIKE ME COULD CONTINUE PURCHASING YOUR PRODUCT.THANK YOU
2484,4,"Of Mice and Men, by John Steinbeck","The story took place in Soledad, California during the Great Depression. There were two migrant workers mentioned in this book, George and Lennie. They were best friends. Their relationship symbolizes strong vs. weak. One of them always causes the other trouble. You will think the weak one always causes strong trouble right? But the truth is, the strong guy(Lennie) always causes the weak(George) trouble. Why was that? First Lennie cause tiny problems, then bigger and finally the biggest trouble. Now what and how should the weak one(George) help or save his best friend?I give the rate of 4 stars to this book. It's a great book for love, friendship and at a loss as what to do. The theme of this book is sometimes friends have to force themselves do something that he/she doesn't want to. I recommend this book to those young children and adults who have been lost as to what to do."
2485,4,A Simple Read,"Of Mice and Men was about the best book I have ever read. It's a story of George and Lenny, two men that have not much more than each other. It's a captivating book, but not one to read if you like exciting, happily ever after endings. John Steinbeck is not that kind of writer. Everything that happens in the book is foreshadowed, and by the end it has you saying, ""Oh, that's why he wrote whate he wrote in the beginning."" It's a great book and a must read for high school students."
2486,4,"Review of ""of mice and Men""","""Of Mice and Men"" writen by John Steinbeek is a book which narrates during the great depression era, the relationship of two men among the indifference of the world around them.Those are George -described as a small and quick and dark of face- and Lennie -a very strong and tall guy who has the mind of a young child.As they travel together, Lennie goes getting them into trables. That's why they had to move form Weed to Soledad. They only want to reach their dream, to get a own place where yo live, but Lennie's actions get him into a trable which has awful and irrepable consequences that affect not only himself and George but also other characters of the story.This is a story of loneliness, frienship, loyalty and corage."
2487,4,Of Mice and Men,"Of Mice and Men is about two friends that are on a journey together. Lennie is a big man that is strong, and has memeory problems. George watches over Lennie and cares for him. They aren't related, just friends. Lennie likes to pet soft things, and often leads him to trouble.They got ran out of their old town because of something Lennie did. Now they are trying to get a new job working on a farm, in hopes of geting enough money to get their own farm. George convinces Lennie to work hard and try not to get in trouble. George tells Lennie he can tend the rabbits when the get the farm, as motivation.Read this book and find out what happens to George and Lennie."
2488,4,Of Mice and Men,"Of Mice and Men, written during the great depression, explains, in beautiful detail, the life of two homless men. The book takes place on a ranch in Soledad, California. George and Lennie are the main characters. These two homeless men travel around the United States looking for work. They find it in Soledad. George is small and has all the brains bteween the two friends, Lennie is tal and slow but ""One hell of a strong worker,"" according to George. I canit say anymore. They dream of making enough money at this ranch and buy a small plot of land with a small house on it. It's a short book with only one hundered and eighteen pages. It is one of the best classic,s I've ever read, (the others being The Hobbit and The Lord of the Rings series.) The main and supporting characters are George and Lennie, Slim, Crooks, Curley, Curley's Wife (she doesn't have a name), Carlson, and Candy. I'm not going to tell the end but I will say that it is quite depressing, though a great book."
